year,reporter,reporter_code,partner,partner_code,flow,flow_code,hs_code,commodity,trade_value_usd,net_weight_kg
2019,Singapore,702,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,426198558.912,
2019,Singapore,702,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1500986004.272,
2020,Singapore,702,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",3618768821.037,0.0
2020,Singapore,702,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,206389430.295,0.0
2020,Singapore,702,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,3378278351.773,0.0
2020,Singapore,702,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2485390412.808,0.0
2020,Singapore,702,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,573949358.738,0.0
2020,Singapore,702,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1755515608.478,0.0
2021,Singapore,702,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",6955281237.912,4299288.408
2021,Singapore,702,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,228505157.872,131493.545
2021,Singapore,702,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2733298158.762,1723871.351
2021,Singapore,702,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2013223001.173,
2021,Singapore,702,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,488834954.284,
2021,Singapore,702,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1842255849.26,
2022,Singapore,702,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",10073336234.904,
2022,Singapore,702,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,346571686.76,163446.877
2022,Singapore,702,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,3789307779.738,
2022,Singapore,702,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2948324396.328,1780753.974
2022,Singapore,702,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,636295786.823,
2022,Singapore,702,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2206660269.752,
2023,Singapore,702,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",10830448585.554,5964502.184
2023,Singapore,702,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,292789032.145,156467.61
2023,Singapore,702,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1759880550.41,948302.337
2023,Singapore,702,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",3537756149.483,
2023,Singapore,702,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,427156995.414,
2023,Singapore,702,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1792296047.732,
2024,Singapore,702,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",12028495364.006,
2024,Singapore,702,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,300839910.836,
2024,Singapore,702,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1705441197.532,
2024,Singapore,702,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",3378173996.841,
2024,Singapore,702,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,1377369473.899,
2024,Singapore,702,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1695497437.962,
2018,Singapore,702,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",5810112.693,0.0
2018,Singapore,702,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,750914.865,0.0
2018,Singapore,702,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,13895194.531,0.0
2018,Singapore,702,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",161486748.015,0.0
2018,Singapore,702,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,104952204.256,0.0
2018,Singapore,702,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1212485305.752,0.0
2019,Singapore,702,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1801072.569,
2019,Singapore,702,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,3179468.122,2404.381
2019,Singapore,702,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,10716010.834,
2019,Singapore,702,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",88406730.286,
2019,Singapore,702,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,71063002.645,
2019,Singapore,702,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1086118301.391,
2020,Singapore,702,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2984446.046,0.0
2020,Singapore,702,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,685086.605,0.0
2020,Singapore,702,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,19288537.328,0.0
2020,Singapore,702,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1308896960.565,0.0
2020,Singapore,702,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,192118563.829,0.0
2020,Singapore,702,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1008164692.325,0.0
2021,Singapore,702,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",3999158.605,2472.012
2021,Singapore,702,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,139808.208,80.453
2021,Singapore,702,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,16365820.238,10321.804
2021,Singapore,702,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",720296852.186,
2021,Singapore,702,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,200822008.692,
2021,Singapore,702,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1073033502.763,
2022,Singapore,702,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",3443213.002,
2022,Singapore,702,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,1800330.751,849.055
2022,Singapore,702,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,6798565.752,
2022,Singapore,702,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",331791073.392,200397.986
2022,Singapore,702,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,231486619.025,
2022,Singapore,702,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1007311051.392,
2023,Singapore,702,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1753585.733,965.728
2023,Singapore,702,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,1427605.935,762.918
2023,Singapore,702,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,9030709.941,4866.15
2023,Singapore,702,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",102727200.907,
2023,Singapore,702,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,113143536.827,
2023,Singapore,702,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,470577221.901,
2024,Singapore,702,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",5771960.484,
2024,Singapore,702,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,66822.162,
2024,Singapore,702,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,608771.671,
2024,Singapore,702,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",269344981.069,
2024,Singapore,702,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,131740620.852,
2024,Singapore,702,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,322386042.242,
2018,Singapore,702,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",539152526.963,0.0
2018,Singapore,702,Germany,276,Import,M,854232,Electronic integrated circuits; memories,5247343.57,0.0
2018,Singapore,702,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,273514561.079,0.0
2018,Singapore,702,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1032197537.509,0.0
2018,Singapore,702,Germany,276,Export,X,854232,Electronic integrated circuits; memories,25675498.758,0.0
2018,Singapore,702,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,775180504.089,0.0
2019,Singapore,702,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",586376808.285,
2019,Singapore,702,Germany,276,Import,M,854232,Electronic integrated circuits; memories,4857417.038,3673.282
2019,Singapore,702,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,281201563.18,
2019,Singapore,702,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",774532392.642,
2019,Singapore,702,Germany,276,Export,X,854232,Electronic integrated circuits; memories,12838376.998,
2019,Singapore,702,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,654750447.424,
2020,Singapore,702,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",617236357.79,0.0
2020,Singapore,702,Germany,276,Import,M,854232,Electronic integrated circuits; memories,5373799.975,0.0
2020,Singapore,702,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,306819786.697,0.0
2020,Singapore,702,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",749865301.28,0.0
2020,Singapore,702,Germany,276,Export,X,854232,Electronic integrated circuits; memories,17276901.102,0.0
2020,Singapore,702,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,647273174.106,0.0
2021,Singapore,702,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",635388572.529,392754.603
2021,Singapore,702,Germany,276,Import,M,854232,Electronic integrated circuits; memories,5675963.159,3266.239
2021,Singapore,702,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,392967514.62,247841.765
2021,Singapore,702,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1049925103.244,
2021,Singapore,702,Germany,276,Export,X,854232,Electronic integrated circuits; memories,26076693.097,
2021,Singapore,702,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,960920249.558,
2022,Singapore,702,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",477309926.13,
2022,Singapore,702,Germany,276,Import,M,854232,Electronic integrated circuits; memories,7130437.125,3362.79
2022,Singapore,702,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,404111206.483,
2022,Singapore,702,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1424181077.243,860188.966
2022,Singapore,702,Germany,276,Export,X,854232,Electronic integrated circuits; memories,101636038.745,
2022,Singapore,702,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1266043853.879,
2023,Singapore,702,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",371025914.908,204329.937
2023,Singapore,702,Germany,276,Import,M,854232,Electronic integrated circuits; memories,3487376.555,1863.668
2023,Singapore,702,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,498666231.243,268703.664
2023,Singapore,702,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1491448065.692,
2023,Singapore,702,Germany,276,Export,X,854232,Electronic integrated circuits; memories,200804509.571,
2023,Singapore,702,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1296313545.672,
2024,Singapore,702,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",251916491.291,
2024,Singapore,702,Germany,276,Import,M,854232,Electronic integrated circuits; memories,3155918.875,
2024,Singapore,702,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,499911546.207,
2024,Singapore,702,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1095538420.541,
2024,Singapore,702,Germany,276,Export,X,854232,Electronic integrated circuits; memories,165248919.042,
2024,Singapore,702,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1115064335.918,
2018,Germany,276,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1163203962.836,845871.062
2018,Germany,276,China,156,Import,M,854232,Electronic integrated circuits; memories,362431244.419,158802.719
2018,Germany,276,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,502192033.478,758800.966
2018,Germany,276,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1383530756.183,224608.0
2018,Germany,276,China,156,Export,X,854232,Electronic integrated circuits; memories,51116566.979,18868.013
2018,Germany,276,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,348708181.174,215901.551
2019,Germany,276,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",732567445.863,738509.466
2019,Germany,276,China,156,Import,M,854232,Electronic integrated circuits; memories,190107691.187,120822.462
2019,Germany,276,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,462688557.453,740108.711
2019,Germany,276,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1177427528.337,191269.486
2019,Germany,276,China,156,Export,X,854232,Electronic integrated circuits; memories,60471541.618,15380.281
2019,Germany,276,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,406612924.986,213775.991
2020,Germany,276,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",642913942.541,619020.746
2020,Germany,276,China,156,Import,M,854232,Electronic integrated circuits; memories,90522916.21,93830.221
2020,Germany,276,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,428781853.566,1079992.348
2020,Germany,276,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1034045079.341,150329.185
2020,Germany,276,China,156,Export,X,854232,Electronic integrated circuits; memories,19497961.729,11791.197
2020,Germany,276,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,523265906.854,244272.721
2021,Germany,276,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1063703678.3,756169.834
2021,Germany,276,China,156,Import,M,854232,Electronic integrated circuits; memories,117123868.813,89428.619
2021,Germany,276,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,754549106.875,971686.624
2021,Germany,276,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",832143652.371,168250.0
2021,Germany,276,China,156,Export,X,854232,Electronic integrated circuits; memories,24928882.681,13573.466
2021,Germany,276,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,687131223.957,295664.583
2022,Germany,276,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1548902392.929,936767.368
2022,Germany,276,China,156,Import,M,854232,Electronic integrated circuits; memories,190446662.88,108198.767
2022,Germany,276,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1278445848.951,1462916.512
2022,Germany,276,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",793868448.651,178419.888
2022,Germany,276,China,156,Export,X,854232,Electronic integrated circuits; memories,35821581.46,14596.148
2022,Germany,276,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,775014519.542,308936.333
2023,Germany,276,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1441512993.67,1008738.251
2023,Germany,276,China,156,Import,M,854232,Electronic integrated circuits; memories,162910362.365,98911.799
2023,Germany,276,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,930128408.494,1290771.062
2023,Germany,276,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",570226095.495,148075.348
2023,Germany,276,China,156,Export,X,854232,Electronic integrated circuits; memories,19492113.276,8180.0
2023,Germany,276,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,824186407.649,315618.36
2024,Germany,276,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1116873588.921,839377.488
2024,Germany,276,China,156,Import,M,854232,Electronic integrated circuits; memories,125909382.247,69568.371
2024,Germany,276,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,630921701.23,870043.92
2024,Germany,276,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",442493489.37,106591.0
2024,Germany,276,China,156,Export,X,854232,Electronic integrated circuits; memories,25566570.852,6816.859
2024,Germany,276,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,709129092.145,222732.649
2018,Germany,276,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1103887361.497,926149.562
2018,Germany,276,USA,842,Import,M,854232,Electronic integrated circuits; memories,205949679.335,973476.913
2018,Germany,276,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1277688945.37,4175564.635
2018,Germany,276,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",200037769.139,82501.083
2018,Germany,276,USA,842,Export,X,854232,Electronic integrated circuits; memories,26558630.142,11502.999
2018,Germany,276,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,182870664.197,63277.098
2019,Germany,276,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1372987729.323,1271698.196
2019,Germany,276,USA,842,Import,M,854232,Electronic integrated circuits; memories,154635896.394,573565.59
2019,Germany,276,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1119155141.861,3197152.667
2019,Germany,276,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",251539461.608,72364.583
2019,Germany,276,USA,842,Export,X,854232,Electronic integrated circuits; memories,14465281.419,7532.483
2019,Germany,276,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,169710533.479,60365.494
2020,Germany,276,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1070654767.017,2788679.888
2020,Germany,276,USA,842,Import,M,854232,Electronic integrated circuits; memories,133774529.693,572707.296
2020,Germany,276,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,798003092.679,4078786.363
2020,Germany,276,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",189134343.47,52897.214
2020,Germany,276,USA,842,Export,X,854232,Electronic integrated circuits; memories,8094254.74,3928.717
2020,Germany,276,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,121498853.312,40658.302
2021,Germany,276,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1061339934.208,1432613.847
2021,Germany,276,USA,842,Import,M,854232,Electronic integrated circuits; memories,102216880.837,258382.144
2021,Germany,276,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,919302703.489,2765176.398
2021,Germany,276,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",199934209.26,54484.785
2021,Germany,276,USA,842,Export,X,854232,Electronic integrated circuits; memories,11055810.454,5150.888
2021,Germany,276,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,149024312.376,50132.146
2022,Germany,276,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",991982070.351,895504.452
2022,Germany,276,USA,842,Import,M,854232,Electronic integrated circuits; memories,105271664.278,244801.484
2022,Germany,276,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,994900397.075,2217723.795
2022,Germany,276,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",249160029.589,64542.449
2022,Germany,276,USA,842,Export,X,854232,Electronic integrated circuits; memories,15063857.465,6640.993
2022,Germany,276,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,205334032.422,61620.728
2023,Germany,276,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1136045776.796,502755.488
2023,Germany,276,USA,842,Import,M,854232,Electronic integrated circuits; memories,58909991.301,40940.567
2023,Germany,276,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,614889182.445,412697.068
2023,Germany,276,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",262904619.361,62049.595
2023,Germany,276,USA,842,Export,X,854232,Electronic integrated circuits; memories,12124547.75,5125.719
2023,Germany,276,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,189466587.408,88358.15
2024,Germany,276,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",442392528.709,121751.785
2024,Germany,276,USA,842,Import,M,854232,Electronic integrated circuits; memories,38944495.477,27160.849
2024,Germany,276,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,246882956.786,133496.273
2024,Germany,276,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",214990856.012,74968.0
2024,Germany,276,USA,842,Export,X,854232,Electronic integrated circuits; memories,12059383.512,4368.767
2024,Germany,276,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,223903237.222,159461.665
2018,Germany,276,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",649892667.191,263205.937
2018,Germany,276,Japan,392,Import,M,854232,Electronic integrated circuits; memories,87380652.935,36350.666
2018,Germany,276,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,277702466.398,205248.795
2018,Germany,276,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",19317925.422,8559.299
2018,Germany,276,Japan,392,Export,X,854232,Electronic integrated circuits; memories,1340042.762,813.036
2018,Germany,276,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,118313072.873,34953.014
2019,Germany,276,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",563752177.252,369413.779
2019,Germany,276,Japan,392,Import,M,854232,Electronic integrated circuits; memories,71915466.467,26288.573
